                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.3795,                 5.2602,                 4.3109,                0.00033,                0.05983,                 0.0002,                  4e-05,                 4.7656,                 5.5676,                 4.1634,                0.00054,                0.00054,                0.00054
